#204	900170014044|BULON SOPORTE MOTOR 14X120 1114
#8503	8503|PERNO ELAST.DEL 1114 25X127
#8504	8504|PERNO ELAST.TRAS.1114 30X138
#8505	8505|PERNO ELAST DEL 1215 25X140
#8506	8506|PERNO ELAST.30X150MM TRAS. 1215
#8507	8507|PERNO ELAST TRAS 30X160 1938
#985	985|BUJE ELASTICO DEL TEFLON 25MM
#985-B	985-B|BUJE ELASTICO DEL BRONCE 25MM
#986	986|BUJE ELASTICO TRAS TEFLON 30MM
#986-B	986B|BUJE ELASTICO TRAS BRONCE 30MM
#DW-122	0002642225-1|PERNO SERVO EMBRAGUE AXOR 1933
OC303	0031843301-2|FILTRO DE ACEITE L1620 LK 1218 TECFIL
OC303 - MAHLE	0031843301-2|FILTRO DE ACEITE L1620 LK 1218 TECFIL
OMER/VAZQUEZ BLO0046	0038300108-1|MOTOR CALEFACCION AXOR 1933-2035
OP1229DE	9408200261-1|OPTICA AXOR DERECHA
OP1229IZ	9408200161-1|OPTICA AXOR IZQUIERDA
OP1773DE	9438200156-1|FARO AUXILIAR DER ACTROS
OP1773IZ	9438200056-1|FARO AUXILIAR IZQ ACTROS
ORIGINAL	9062006770|TENSOR CORREA OM904-906
ORIYINALL  01217R	9000202|REJA OPTICA AXOR (JUEGO)
OX137D	3661800009-1|FILTRO DE ACEITE MB 1215/1620
OX150D	3661840225-1|FILTRO DE ACEITE M BENZ 710;;3741800009-1|FILTRO ACEITE MODELO VJO 608 MAHLE
OX150D - MAHLE	3661840225-1|FILTRO DE ACEITE M BENZ 710
OX153/7D	6511800109-1|FILTRO ACEITE SPRINTER 515 OM 651
OX153/7D - MAHLE	6511800109-1|FILTRO ACEITE SPRINTER 515 OM 651
OX153D3	6111800009-2|FILTRO ACEITE SPRINTER OM 611/646
OX153D3 - MAHLE	6111800009-2|FILTRO ACEITE SPRINTER OM 611/646
OX161D	0001801609-2|FILTRO ACEITE 712C/1215C/915C OM904 TECFIL MAHLE
OX161D - MAHLE	0001801609-2|FILTRO ACEITE 712C/1215C/915C OM904 TECFIL MAHLE
OX168D	4571800009-1|FILTRO ACEITE 1938 ELEC.FRONTAL MAHLE BOSCH
OX168D - MAHLE	4571800009-1|FILTRO ACEITE 1938 ELEC.FRONTAL MAHLE BOSCH
OX174D	0001801709-2|FILTRO ACEITE OM906 1721/28 MAHLE
OX174D - MAHLE	0001801709-2|FILTRO ACEITE OM906 1721/28 MAHLE
OX197D	0011843925-3|FILTRO ACEITE 1114-1518 MAHLE
OX197D - MAHLE	0011843925-3|FILTRO ACEITE 1114-1518 MAHLE
OX199D	3741800009-2|FILTRO ACEITE MODELO NVO 608
OX199D - MAHLE	3741800009-2|FILTRO ACEITE MODELO NVO 608
OX348D	0001802909-1|FILTRO ACEITE AXOR 2035/2040 OM457 MAHLE WIX
OX348D - MAHLE	0001802909-1|FILTRO ACEITE AXOR 2035/2040 OM457 MAHLE WIX
OX69D	4021800009-1|FILTRO ACEITE 1938 1634 MAHLE
OX98D	6161800009-1|FILTRO ACEITE M.B.180
P550171	3741800009-1|FILTRO ACEITE MODELO VJO 608 MAHLE
P550171 - DONALDSON	3741800009-1|FILTRO ACEITE MODELO VJO 608 MAHLE
P550453	4571800009-2|FILTRO ACEITE 1938 ELECTRONICO WIX TECFIL
P550453 - DONALDSON	4571800009-2|FILTRO ACEITE 1938 ELECTRONICO WIX TECFIL
PALERMO 044436	0072509504-1|KIT EMBRAGUE O500 OM457 430MM 10 ESTRIAS
PAMPA 15170	3140103080-1|JUEGO JUNTAS MOTOR OM.314
PAMPA 15210 (JUEGO)	3661410880-1|JUNTA MULTIPLE ADM.366-364
PAMPA 15482/51080	0002603768-2|JUEGO JUNTAS CAJA 1633-1938 PAMPA
PAMPA 15496	6503560080-2|JUNTA CREMALLERA
PAMPA 15497	6503560080-1|JUNTA CREMALLERA 1633-1938
PAMPA 15512	9060160721-3|JUNTA TAPA VALVULAS OM 906
PAMPA 15515	9061410180-1|JUNTA MULTIPLE ADMISION 904/24 906/26
PAMPA 15536ST	9060910780-1|JUNTA BOMBA COMBUSTIBLE OM904/906/926
PAMPA 15545	9061840280-1|JUNTA F/ACEITE AL BLOCK 712-C
PAMPA 15549	0001883380-1|JUNTA RADIADOR ACEITE 906
PAMPA 15573	9060101405-2|JUEGO JTAS MOTOR 906/926
PAMPA 15716	0080966599-5|JUEGO JUNTAS TURBO OM 457-LA -O500
PAMPA 5124	4071310580-2|JUNTA CARTER AL BLOCK COMP KNORR 90MM
PAMPA 5184	3521313002-6|REPARACION COMPRESOR 94MM REF
PARA BOMBA 1281	4222000204-1|REPARACION BOMBA AGUA 1633 1938 POLEA 135MM
PARKER 7600-078-TF EXINTRADER 33023	0004204771-1|ELECTROVALVULA FRENO MOTOR 24V
PARKER KR27004	3760927004-1|TAZA FILTRO TRAMPA PS9027
PARKER REK40041	0004779915-1|FILTRO TRAMPA CARTUCHO ATEGO AXOR EURO 5
PC811	0124770115-3|FILTRO GAS-OIL 1633/1938 TECFIL
PC811 - TECFIL	0124770115-3|FILTRO GAS-OIL 1633/1938 TECFIL
PC945	0004773515-2|FILTRO GAS-OIL 608/1114/1620 TECFIL WIX;;4760940004-1|FILTRO AIRE 1634.1938  FRAM
PC945 - TECFIL	0004773515-2|FILTRO GAS-OIL 608/1114/1620 TECFIL WIX;;4760940004-1|FILTRO AIRE 1634.1938  FRAM
PD116	0024204920-1|PASTILLAS FRENO DEL/TRAS 1938 ELEC. FRASLE/FRUM
PD116 - FRASLE	0024204920-1|PASTILLAS FRENO DEL/TRAS 1938 ELEC. FRASLE/FRUM
PD116 FRASLE	0024204920-1|PASTILLAS FRENO DEL/TRAS 1938 ELEC. FRASLE/FRUM
PD205	0064205220-1|PASTILLAS DEL ACTROS
PD206	0064205320-1|PASTILLAS TRAS ACTROS
PD206 - FRASLE	0064205320-1|PASTILLAS TRAS ACTROS
PD417	0024209920-1|PASTILLA FRENO DEL. SPRINTER 313
PD417 - FRASLE	0024209920-1|PASTILLA FRENO DEL. SPRINTER 313
PD662	0054205220-1|PASTILLA FRENO DELANTERA SPRINTER 415
PD663	0084205120-1|PASTILLAS TRASERAS SPRINTER 415
PEC3021	5410900151-2|FILTRO GASOIL 1938 L/LS OM457LA OM501LA MAHLE TECFIL WIX
PEC3021 - TECFIL	5410900151-2|FILTRO GASOIL 1938 L/LS OM457LA OM501LA MAHLE TECFIL WIX
PEC3022	0000901551-1|FILTRO DE COMB.712-C OM.904/906/926 TECFIL WIX MAHLE
PEL2001	4571800009-2|FILTRO ACEITE 1938 ELECTRONICO WIX TECFIL
PEL2001 - TECFIL	4571800009-2|FILTRO ACEITE 1938 ELECTRONICO WIX TECFIL
PEL2002	0001801709-2|FILTRO ACEITE OM906 1721/28 MAHLE
PEL2002 - TECFIL	0001801709-2|FILTRO ACEITE OM906 1721/28 MAHLE
PEL2003	0001801609-2|FILTRO ACEITE 712C/1215C/915C OM904 TECFIL MAHLE
PEL2003 - TECFIL	0001801609-2|FILTRO ACEITE 712C/1215C/915C OM904 TECFIL MAHLE
PEL311	6511800109-1|FILTRO ACEITE SPRINTER 515 OM 651
PEL311 - TECFIL	6511800109-1|FILTRO ACEITE SPRINTER 515 OM 651
PELLA 2009664	9062030415-1|CONECTOR BOMBA AGUA 904 ELECT
PELLA 2012257	9613207021-1|FUELLE SUSPENSION TRACCION Y 3ER EJE ACTROS 2021
PELLA 2013663 SADAR SN2081 ST216	9423203621-1|VEJIA SUSPENSION EJE CENTRAL ACTROS
PELLA 24548	9583200744-1|BUJE ELASTICO DEL/TRAS ATEGO 1418/1725
PELLA 24925	0015457409-1|BULBO MARCHA ATRAS PUNTO NEUTRO
PELLA 25308	6887200075-1|MANIJA VENTILETE M/N IZQ/DER
PELLA 25343	9797207046-1|MAQUINA L/C ELECTRICA ACCELO 915 IZQUIERDA
PELLA 25816	0003238185-1|BUJE BIELETA BARRA TORSION AXOR
PELLA 26096 SACHS 311663	9428905319-1|AMORTIGUADOR CABINA TRASERA ACTROS 1841/2031
PELLA 26386	9702622534-1|CUERPO ACOPLAMIENTO  3RA G/85
PELLA 26388	9702622434-1|ANILLO DE SINCRONIZACION 4TA G85/6
PELLA 26389	9702623937-1|CONO SINCRONIZACION 3 Y 4 G85/6
PELLA 26392	9702623537-1|CONO SINCRONIZ.3RA Y 4TA G85/6 CINPAL
PELLA 26394	6942620123-1|COLLAR DESPLAZABLE 3 Y 4 G/85
PELLA 26396	9702623134-1|CONO INTERIOR 3 Y 4 ESTRIADO G-85
PELLA 26414	6952620035-1|MAZA SINCRONIZADO 5TA G85-G60 MODELO NVO
PELLA 26574	9452629517-1|ENGRANAJE CONSTANTE CAJA 36Z G210/240
PELLA 26613	9472601945-1|ANILLO SINCRONIZADO 1Y2 G210
PELLA 26624	9452626523-1|CORONA DESPLA 1,2,3Y4 AXOR G210/211/221/240
PELLA 26943	6942620013-1|ENGRANAJE 3RA SUP G/85
PELLA 27108	0059818405-1|BOLILLERO RUEDA TRAS ATEGO O400 INT 1722
PELLA 28000	0002640839-2|JGO TRABAS SINC S1650 MB 1634
PELLA 29890	0024319215-2|REPARACION VALVULA 4 VIAS M/NVO AXOR/ATEGO WABCO
PELLACANI 11290	3521313002-6|REPARACION COMPRESOR 94MM REF
PELLACANI 20028236 28236	0249978347-2|REPARACION ALTA Y BAJA G210-230
PELLACANI 21102	0004304515-1|VALVULA SECADORA TIPO WABCO UNIVERSAL
PELLACANI 21104 (WABCO)	0014310006-2|VALVULA GOBERNADORA 1620 1633 ALTA TEMP WABCO KNORR
PELLACANI 21357	3454207538-1|REGISTRO FRENO DEL 1620/33/34 AUT.
PELLACANI 21383	0004304515-2|VALVULA SECADORA TIPO WABCO
PELLACANI 21402	3882607157-2|VALVULA SELECTORA 5/VIAS 1663
PELLACANI 21454	0012955607-6|SERVO EMBRAGUE 1633/1938
PELLACANI 21507	0012602357-1|VALVULA PILOTO CAMBIO CAJA 1633 1938
PELLACANI 21513 CARDI 73	0002609463-2|CILINDRO ALTA Y BAJA 1526
PELLACANI 21552 (KNORR)	0014310006-2|VALVULA GOBERNADORA 1620 1633 ALTA TEMP WABCO KNORR
PELLACANI 21609 DIESEL FRENOS DFC36928	0021311501-4|COMPRESOR KNORR 88 AGUA OM366 OM355 BUS
PELLACANI 21659	6934317205-2|VALVULA FRENO DE MANO 1634 DOBLE CIRCUITO 3 SALIDAS
PELLACANI 22015	3844307309-2|VALVULA FRENO MANO SIMPLE 1633
PELLACANI 22036	0004305926-1|CILINDRO FRENO MOTOR 1633 1938 1620
PELLACANI 22505	6954317405-2|VALVULA PEDALERA WABCO L1620/ WV
PELLACANI 22581	0004318213-1|VALVULA DISTRIBUIDORA KNORR
PELLACANI 22645	0004290444-1|VALVULA DE RETENCION
PELLACANI 23108	0011307915-1|TAPA COMPRESOR 906-926 COMPLETO M/NVO VADEN
PELLACANI 23152	3844207438-1|REGISTRO FRENO AUTO TRASERO ATEGO/L1620 I/D
PELLACANI 23465 FABRICANTE 1900084.0.2	0022950206-1|CILINDRO DE EMBRAGUE 1624 ATEGO AXOR 2035 INT 19.05MM
PELLACANI 23572	3849877139-1|TACO TRAVESAÃO CAPOT 1633-1938-1634
PELLACANI 23642 DPM66	0044301781-1|VALVULA FRENO DE MANO AXOR
PELLACANI 23713	3844667002-1|DEPOSITO ACEITE HID.TODOS
PELLACANI 23976	3644297044-1|VALVULA DESCARGA RAPIDA L1620
PELLACANI 24061	0044292344-1|VALVULA DESCARGA RAPIDA 2 SAL. LAT. ACTROS
PELLACANI 24635	9737200446-1|MAQUINA L/C AXOR ELECTRICA DERECHA
PELLACANI 24778	0034319706-2|VALVULA 4 CIRCUITO KNORR C/SENSOR DOBLE BAYONETA MOD NUEVO
PELLACANI 25199	6935537001-1|BOMBA LEVANTA CABINA AXOR 2035-2040
PELLACANI 25325	6947607061-1|MANIJA INTERIOR M96 IZQ.
PELLACANI 25470 2013777	6965007375-1|MANGUERA INTERCOOLER 1634/1620L/ ATEGO ROJA 80X85X215 MM
PELLACANI 25475 VIVANI MZ53003	3885289182-1|MANGUERA INTERCOOLER 1938 ROJA
PELLACANI 25802	9062004570-1|TENSOR CORREA 904-906
PELLACANI 25809 DAYCO APV1092	0005501933-1|POLEA LISA ESTIRA CORREA AXOR LISO
PELLACANI 25811	9062004470-1|POLEA TENSORA AIRE ACONDICIONADO OM926 AXOR
PELLACANI 26410	6952620034-1|CUERPO DE ACOPLAMIENTO 6A G85/6 CINPAL
PELLACANI 26603	9452625434-1|ANILLO SINC.CAJA AXOR G-211
PELLACANI 26612	9452602245-1|ANILLO SINCRONIZADO 1Âª 2Âª 3Âª 4Âª G210/240
PELLACANI 27143	4570300705-1|VOLANTE MOTOR 1634 OM457
PELLACANI 27189 FERSA F33022	0049810705-1|BOLILLERO RUEDA TRAS.INT.1633-1938 SKF
PELLACANI 27211	0119813605-1|BOLILLERO RDA TRAS.EXT 1938 ELEC. FAG
PELLACANI 27998	0002637610-1|ENGRANAJE CONSTANTE 16-S-1650 31Z
PELLACANI 28170	0002670819-2|CILINDRO DE MANDO 1633/1938
PELLACANI 28237	0069976447-3|REPARACION GP CAJA 240-16
PELLCANI 23464 FTE KG190084.0.1	0012959106-1|CILINDRO EMB AXOR ACTROS INT 20.64MM
PERFECTO SC.160 MAYREA B-069C	6939970190-1|ABRAZADERA ESCAPE O500
PESARO 231	0009819512-1|RODILLO INTERIOR DIRECTA 1114 CAMION
PESARO 232/350	0059818210-1|RODILLO INTERIOR DIRECTA G24 710 28X38X25
PESARO 239 INA F55420	0019812412-1|RODILLO 4TA G3-60. ANTIGUA X1
PESARO 252	0019819912-1|RODILLO INT.DIRECTA 1622 8S1350 30X60X26
PESARO 418 ZF 0735455114	0099811701-2|RODILLO CUARTA CAJA ZF 1633/1938 PESARO 63X97.5X35
PESARO 920	3523500045-1|BRIDA SALIDA PIÃON 1114 EATON 6 AGUJ.
PESARO P-275 INA F-59345	0019810812-1|RODILLO INT.DIRECTA 16DTS.G50
PESARO P237 F-16566	3279810112-1|RODILLO 1RA Y 3RA G3-50-60-G 60 ANTIGUA  X2
PF1190	0001846725-1|FILTRO ACEITE OF1114 UNIMOG 406
PF1190 - MANN	0001846725-1|FILTRO ACEITE OF1114 UNIMOG 406
PF420	9584770015-3|FILTRO TRAMPA ELECT. SELLADO 1X12 (PARA TAZA) FRAM
PH 2626	6884607405-1|BARRA CORTA L710/814/913 DIR.HID
PH 2692	0024604605-1|BARRA CORTA AXOR 1933/2035
PH2570	0014609648-1|EXTREMO AXOR ACTROS
PH2626	6884607405-1|BARRA CORTA L710/814/913 DIR.HID
PH2626 - PORPORA	6884607405-1|BARRA CORTA L710/814/913 DIR.HID
PH2655	6954600105-1|BARRA CORTA 1634 ELECT 1632
PH2655 - PORPORA	6954600105-1|BARRA CORTA 1634 ELECT 1632
PH7136	0031843301-2|FILTRO DE ACEITE L1620 LK 1218 TECFIL
PI11010	W62205|TAPA FUGAS DE RADIADOR STOP LEAK 325ML
PL-366	3661800009-1|FILTRO DE ACEITE MB 1215/1620
PL1288BAY	6888257318-1|PORTALAMPARAS GRANDE L1620
PL180	6161800009-1|FILTRO ACEITE M.B.180
PL366	3661800009-1|FILTRO DE ACEITE MB 1215/1620
PL366 - TECFIL	3661800009-1|FILTRO DE ACEITE MB 1215/1620
PL447	4021800009-2|FILTRO ACEITE 1938 1634 TECFIL
PL447 - TECFIL	4021800009-2|FILTRO ACEITE 1938 1634 TECFIL
PL449	4011800009-3|FILTRO ACEITE 1633 BOSCH MAHLE
PL449 - TECFIL	4011800009-3|FILTRO ACEITE 1633 BOSCH MAHLE
PL519	0011843925-1|FILTRO ACEITE 1114/1517/1518 WIX TECFIL
PL519 - TECFIL	0011843925-1|FILTRO ACEITE 1114/1517/1518 WIX TECFIL
PL944	3524700092|FILTRO GAS-OIL 1/2 608/1114/1518
PL944 - TECFIL	3524700092|FILTRO GAS-OIL 1/2 608/1114/1518
PLASBESTOS 83798	0064205220-2|PASTILLA DEL.ACTROS PLASBESTOS
PLASTIC000387	0005016715-1|TAPA DEPOSITO AGUA AXOR 1BAR
PO550	9062000822-1|VISCOSO SOLO ATEGO/ATRON
POMPEYA 04487	6649813225-1|BOLILLERO CUBO POLEA VENTILADOR O500
POMPEYA 13885	0004100222-3|SOPORTE CARDAN 45MM 1620L REFORMA REI
POMPEYA 15957	4570300705-1|VOLANTE MOTOR 1634 OM457
POMPEYA 15959	6942620023-1|COLLAR DESPLAZABLE 1 Y 2 G85/60
POMPEYA 15960	6942620123-1|COLLAR DESPLAZABLE 3 Y 4 G/85
POMPEYA 15963	6942620035-1|MAZA SINCRONIZADA MARCHA ATRAS G85
POMPEYA 15965	6942630002-1|ARBOL INTERMEDIO (CUADRUPLE) G85/6 G60/6
POMPEYA 15966	9762621705-1|EJE ACANALADO G 85 MB 1624 M/V
POMPEYA 15968	6952620014-1|ENGRANAJE 4TA G85
POMPEYA 15970	6952620035-1|MAZA SINCRONIZADO 5TA G85-G60 MODELO NVO
POMPEYA 15972	9702623537-1|CONO SINCRONIZ.3RA Y 4TA G85/6 CINPAL
POMPEYA 15975	9702623937-1|CONO SINCRONIZACION 3 Y 4 G85/6
POMPEYA 15976	9702623837-1|CONO SINCRONIZADO 1 Y 2 G85/6
POMPEYA 15980	6942620013-1|ENGRANAJE 3RA SUP G/85
POMPEYA 15982	6942630031-1|ENGRANAJE M/A 21Z G60/6 G85/6
POMPEYA 15984	6952620016-1|RUEDA DENTADA 6A.G85/6
POMPEYA 15986	9702623034-1|CONO INTERIOR 1Y2 ESTRIADO G-85
POMPEYA 15987	9702623134-1|CONO INTERIOR 3 Y 4 ESTRIADO G-85
POMPEYA 15992	6952620002-1|DIRECTA CAJA G/85
POMPEYA 15994	6952620011-1|RUEDA DENTADA 1A.MARCHA G85/6
POMPEYA 15995	9702621534-1|ARRAST.DIR G-60/6 G/85
POMPEYA 15996	9702622534-1|CUERPO ACOPLAMIENTO  3RA G/85
POMPEYA 15997	9702622434-1|ANILLO DE SINCRONIZACION 4TA G85/6
POMPEYA 15999	6952620012-1|RUEDA DENTADA 2Â° MARCHA G85/6
POMPEYA 16000	6942630013-1|ENGRANAJE 3 Y 4 G85 G60/6 33/38Z
POMPEYA 16002	6942620334-1|CUERPO DE ACOPLAMIENTO 2Â° G85/6
POMPEYA 16003	6952630016-1|RUEDA DENTADA 6A G85/6
POMPEYA 16356	6942620234-1|CUERPO ACOPLAMIENTO.1A G85/6
POMPEYA 16357	6942620235-1|MAZA SINCRONIZADA 1Â° Y 2Â° G85/60
POMPEYA 17118	6942620335-1|MAZA SINCRONIZADA 3 Y 4 CAJA G85/60
POMPEYA 17120	6952630010-1|ENGRANAJE CONSTANTE EJE INF G85
POMPEYA 18085	9472601945-1|ANILLO SINCRONIZADO 1Y2 G210
POMPEYA 18255	6952407018-1|SOPORTE MOTOR TRAS.1633-1938 AGUJ.18MM
POMPEYA 18335	0015457409-1|BULBO MARCHA ATRAS PUNTO NEUTRO
POMPEYA 18535	9061305115-1|COMPRESOR AXOR ATEGO OM 904/906/924/926 VADEN
POMPEYA 18588	9452626523-1|CORONA DESPLA 1,2,3Y4 AXOR G210/211/221/240
POMPEYA 18677	9452624510-1|ENGRANAJE CONSTANTE DIRECTA 27Z G210 AXOR 1933
POMPEYA 18683	9452625434-1|ANILLO SINC.CAJA AXOR G-211
POMPEYA 18713	9452628810-1|ENGRANAJE 4TA 29 Z G210 AXOR 1933
POMPEYA 19431	6952620034-1|CUERPO DE ACOPLAMIENTO 6A G85/6 CINPAL
POMPEYA 19494 FERSA F17034K	0169810010-1|RODILLO ENGRANAJE CONSTANTE G210 AXOR
POMPEYA 19687	9061303315-1|TAPA CIL.COMPRESOR COMP WABCO BICIL. OM 906/926
POMPEYA 19780 LA ESTRELLA	3892627601-1|DIRECTA CAJA G210 AXOR 1933
POMPEYA 20084	0189815310-2|RODILLO 1RA MARCHA G-85-60 MODELO NUEVO
POMPEYA 20086 INA F224446.1 EURO 98.53.0271	0179815610-1|RODILLO ENG. 4TA G85 L1620
POMPEYA 20088	0189813610-2|RODILLO PARTIDO 6TA G-85-60 MODELO NVO
POMPEYA 20836	6953571101-1|PALIER 1634 ELECT C/TRABA 1120MM
POMPEYA 20897	0002951318-1|SERVO EMBRAGUE 1634 TACHO LARGO IMPORTADO
POMPEYA 21621	6952620233-1|ENGRANAJE M/A SUP 47Z G-60/6 G-85/6
POMPEYA 21744 CESTARI 133379200E	3643300019-1|JUEGO PERNOS P/PUNTA EJE O400/500 AXOR 50 MM STD
POMPEYA 21936	0002540047-1|SERVO EMBRAGUE 1938 ELEC
POMPEYA 22259	6965007375-1|MANGUERA INTERCOOLER 1634/1620L/ ATEGO ROJA 80X85X215 MM
POMPEYA 23030 DIMER 020019/9	0005501633-1|POLEA TENSOR AXOR
PORPORA  9493301603	9493300603-1|BARRA LARGA AXOR, ACTROS 1, ACTROS 2/3 1687MM
PORPORA 2514	3453307335-1|EXTREMO DIRECCION DER 1634/L1620/2035 ROSCA 30MM CONO 24MM
PORPORA 2524	3503307235-1|EXTREMO DER 1634/1938/41
PORPORA 2614	3453207189-1|BRAZO ESTABILIZADOR OC/OF.1214 OH 1314/1420
PORPORA 2637	6934600905-1|BARRA CORTA DIRECION 1634 EL 1938 FRONTAL
PORPORA 2651	9794600105-1|BARRA CORTA DIRECCION ACCELO 715/915C 768MM
PORPORA 2655	6954600105-1|BARRA CORTA 1634 ELECT 1632
PORPORA 2688	6343260116-1|TIRANTE BARRA ESTAB DER O500
PORPORA 2699	9744602205-1|BARRA CORTA ATEGO 1725 4X4
PORPORA 2813	9423260050-1|BUJE BARRA ESTABILIZADOR 88MM OH1620
PORPORA 2871	0003504805-1|BUJE MOÃO CHICO BARRA EN V ACTROS
PORPORA PH2570 2571	0014609648-1|EXTREMO AXOR ACTROS
PORTAFICH 413	6888257418-1|PORTALAMPARA CHICO L1620
PP SGF000BL0769	0001508450-1|ALTERNADOR 28V 35/80A ATEGO 1726/AXOR 1933
PS-10872	20514654-2|FILTRO TRAMPA AGUA VOLVO 340/380/420
PS10037	9584770015-2|FILTRO TRAMPA ELECT. SELLADO 1X12 BOSCH;;9584770015-3|FILTRO TRAMPA ELECT. SELLADO 1X12 (PARA TAZA) FRAM
PS1069	9013331127-1|ROTULA PARRILLA SPRINTER 313
PS1069 - THOMPSON	9013331127-1|ROTULA PARRILLA SPRINTER 313
PS8185	3820927005-1|FILTRO TRAMPA AGUA 1938/1633 FRAM PARKER (TAZA KR20014)
PS8185 - FRAM	3820927005-1|FILTRO TRAMPA AGUA 1938/1633 FRAM PARKER (TAZA KR20014)
PS9027	9584770015-3|FILTRO TRAMPA ELECT. SELLADO 1X12 (PARA TAZA) FRAM
PS9028	"4760927201-2|FILTRO TRAMPA AGUA 1634/1620 1"" X 14 HILOS FRAM TECFIL WIX"
PS9028 - FRAM	"4760927201-2|FILTRO TRAMPA AGUA 1634/1620 1"" X 14 HILOS FRAM TECFIL WIX"
PSC499	0000926405-1|FILTRO GAS-OIL SPRINTER 310/312/412
PSC499 - TECFIL	0000926405-1|FILTRO GAS-OIL SPRINTER 310/312/412
PSC882	6110920101-2|FILTRO GASOIL SPRINTER 413/313 C/SENSOR
PSC882 - TECFIL	6110920101-2|FILTRO GASOIL SPRINTER 413/313 C/SENSOR
PSC884	6510902952-2|FILTRO GASOIL SPRINTER 515
PSC884 - TECFIL	6510902952-2|FILTRO GASOIL SPRINTER 515
PSD470-1	"4760927201-2|FILTRO TRAMPA AGUA 1634/1620 1"" X 14 HILOS FRAM TECFIL WIX"
PSD470/1	"4760927201-2|FILTRO TRAMPA AGUA 1634/1620 1"" X 14 HILOS FRAM TECFIL WIX"
PSD470/1 - TECFIL	"4760927201-2|FILTRO TRAMPA AGUA 1634/1620 1"" X 14 HILOS FRAM TECFIL WIX"
PSD480/1	9584770015-2|FILTRO TRAMPA ELECT. SELLADO 1X12 BOSCH
PSD480/1 - TECFIL	9584770015-2|FILTRO TRAMPA ELECT. SELLADO 1X12 BOSCH
PSD530/1	3760927104-3|FILTRO TRAMPA AGUA 1633
PSD530/1 - TECFIL	3760927104-3|FILTRO TRAMPA AGUA 1633
PSL301	0031843301-2|FILTRO DE ACEITE L1620 LK 1218 TECFIL
PSL301 - TECFIL	0031843301-2|FILTRO DE ACEITE L1620 LK 1218 TECFIL
PSL902	0001801409-1|FILTRO ACEITE SPRINTER OM611 MAXION 2.5 310D
PSL902 - TECFIL	0001801409-1|FILTRO ACEITE SPRINTER OM611 MAXION 2.5 310D
PU9198	0004779915-1|FILTRO TRAMPA CARTUCHO ATEGO AXOR EURO 5
PU999/1X	5410900151-1|FILTRO GASOIL 1938 L/LS OM457LA OM501LA BOSCH
PU999/1X - MANN	5410900151-1|FILTRO GASOIL 1938 L/LS OM457LA OM501LA BOSCH
PV1406	0014310006-2|VALVULA GOBERNADORA 1620 1633 ALTA TEMP WABCO KNORR
PV1406 - SIRKECI	0014310006-2|VALVULA GOBERNADORA 1620 1633 ALTA TEMP WABCO KNORR
QA1322	0022950660-1|REPARACION SERVO EMBRAGUE 1634/1633/1938 QN
QA2010	0004301815-4|JUEGO REP SECADOR KNORR (PARCIAL) 1634-1938
QA2031M	0024319215-2|REPARACION VALVULA 4 VIAS M/NVO AXOR/ATEGO WABCO
QA943	0002670819-2|CILINDRO DE MANDO 1633/1938
QA945	0249978347-2|REPARACION ALTA Y BAJA G210-230
QA945 - QUINELATO	0249978347-2|REPARACION ALTA Y BAJA G210-230
QA947	0069976447-3|REPARACION GP CAJA 240-16
QA947 - QUINELATO	0069976447-3|REPARACION GP CAJA 240-16
QJ212FM	0009812727-1|BOLILLERO DIRECTA G-50/60 1518 BOLAS
QJ212FM - FERSA	0009812727-1|BOLILLERO DIRECTA G-50/60 1518 BOLAS
QUINELATO QA1322	0022950660-1|REPARACION SERVO EMBRAGUE 1634/1633/1938 QN
QUINELATO QA2010	0004301815-4|JUEGO REP SECADOR KNORR (PARCIAL) 1634-1938
QUINELATO QA945	0249978347-2|REPARACION ALTA Y BAJA G210-230
R-3441	0003223285-1|BUJE OJAL ELAST DELANTERA PARTE DEL TRAS
R-775	3849877139-1|TACO TRAVESAÃO CAPOT 1633-1938-1634
R120L10MBAQII	9584770015-1|FILTRO TRAMPA ELECT. SELLADO 1X12 PARKER
R120L10MBAQII - PARKER	9584770015-1|FILTRO TRAMPA ELECT. SELLADO 1X12 PARKER
R26A50	3820927005-1|FILTRO TRAMPA AGUA 1938/1633 FRAM PARKER (TAZA KR20014)
R26A50 - RACOR	3820927005-1|FILTRO TRAMPA AGUA 1938/1633 FRAM PARKER (TAZA KR20014)
R3043	9034100010-2|SOPORTE DE CARDAN SPINTER CDI ORIGI
R3045	0004101022-2|SOPORTE DE CARDAN 1622/1725 50MM REFORMA REI
R3054	0004101022-2|SOPORTE DE CARDAN 1622/1725 50MM REFORMA REI
R3062	0004100222-3|SOPORTE CARDAN 45MM 1620L REFORMA REI
R3062 - REI	0004100222-3|SOPORTE CARDAN 45MM 1620L REFORMA REI
R3243	6673170012-1|JUEGO TACOS CABINA 1215-AL-1938
R3372	0003262481-1|BUJE BARRA ESTABILIZADORA DELANT AXOR 1933 ACTROS
R3374	0003238185-1|BUJE BIELETA BARRA TORSION AXOR
R3381	9583200044-1|BUJE BARRA ESTAB DEL Y TRAS INT 36 MM ATEGO 1418-1725 BUS 1618-1718
R3393	9423260050-1|BUJE BARRA ESTABILIZADOR 88MM OH1620
R3406 29664	9062030415-1|CONECTOR BOMBA AGUA 904 ELECT
R3407	9452680397-1|FUELLE PALANCA INTERNO AXOR
R3416	3682400217-1|SOPORTE MOTOR DELANTERO OM924/926
